Zeit,Motortemperatur,Motorlast,Drehzahl,LL-Stab. Arbeitsber.,LL-Stab. Nullpunkt,LL-Stab. Lastanpassung,LL-Stab. Kennl.-Strg.,Lambdaregelung aktiv,Lambdareg. Anpassung,Zündwinkel
106,179,29,80,137,112,128,48,128,130,36
107,179,28,83,137,112,128,48,128,130,36
108,179,27,82,137,112,128,48,128,130,36
109,179,28,80,137,112,128,48,128,130,36
110,179,28,83,137,113,128,48,128,130,36
111,179,28,80,137,113,128,48,128,130,36
112,179,28,78,137,113,128,48,128,130,36
113,179,28,80,137,113,128,48,128,130,36
114,179,29,79,137,113,128,48,128,130,36
115,180,28,80,137,113,128,48,128,130,36
116,180,28,82,137,113,128,48,128,130,36
117,180,28,81,137,113,128,48,128,130,36
118,180,27,81,137,113,128,48,128,130,36
119,180,28,77,137,113,128,48,128,130,36
120,180,28,80,137,113,128,48,128,130,36
121,180,28,80,137,113,128,48,128,130,36
122,180,28,80,137,113,128,48,128,130,36
123,180,28,81,137,113,128,48,128,130,36
124,180,29,80,137,113,128,48,128,130,36
125,180,29,81,137,113,128,48,128,130,36
126,180,27,86,137,113,128,48,128,130,36
127,180,28,81,137,113,128,48,128,130,36
128,180,28,83,137,113,128,48,128,130,36
129,180,28,81,137,113,128,48,128,130,36
130,180,27,84,137,113,128,48,128,130,36
131,180,28,80,137,113,128,48,128,130,36
132,180,28,80,137,113,128,48,128,130,36
133,180,28,81,137,113,128,48,128,130,36
134,180,89,80,128,113,128,48,128,130,30
135,180,49,122,128,113,128,48,128,130,29
136,180,17,161,128,113,128,48,128,130,27
137,180,14,156,128,113,128,48,128,130,34
138,180,16,136,128,113,128,48,128,130,47
139,180,18,110,128,113,128,48,128,130,47
140,180,22,90,129,113,128,48,128,130,36
141,180,27,80,132,113,128,48,128,130,36
142,180,32,81,135,113,128,48,128,130,36
143,180,29,90,136,113,128,48,128,130,36
144,180,27,93,135,113,128,48,128,130,36
145,181,27,86,135,113,128,48,128,130,36
146,181,28,78,135,113,128,48,128,130,36
147,181,29,81,135,113,128,48,128,130,36
148,181,28,88,135,113,128,48,129,130,36
149,181,27,84,135,113,128,48,129,130,36
150,181,28,83,135,113,128,48,129,130,36
151,181,28,80,135,113,128,48,130,130,36
152,181,28,81,135,113,128,48,130,130,36
153,181,28,85,135,113,128,48,130,130,36
154,181,27,84,134,113,128,48,131,130,36
155,181,28,80,134,113,128,48,131,130,36
156,181,28,83,134,113,128,48,131,130,36
157,181,27,88,134,113,128,48,132,130,36
158,181,26,83,134,113,128,48,132,130,36
159,181,27,81,134,113,128,48,132,130,36
160,181,28,81,134,113,128,48,133,130,36
161,181,27,82,134,113,128,48,133,130,36
162,181,27,83,134,113,128,48,133,130,36
163,181,26,86,133,112,128,48,133,130,36
164,181,26,83,133,112,128,48,133,130,36
165,181,26,83,133,112,128,48,133,130,36
166,181,26,83,133,112,128,48,133,130,36
167,181,28,78,133,112,128,48,133,130,36
168,181,27,83,133,112,128,48,134,130,36
169,181,26,86,133,112,128,48,134,130,36
170,181,26,86,132,112,128,48,134,130,36
171,181,26,83,132,112,128,48,135,130,36
172,181,26,81,132,112,128,48,135,130,36
173,181,26,84,132,112,128,48,134,130,36
174,182,26,86,132,112,128,48,134,130,36
175,181,25,86,131,112,128,48,135,130,36
176,182,26,83,131,112,128,48,135,130,36
177,182,25,83,131,112,128,48,135,130,36
178,182,25,81,131,112,128,48,136,130,36
179,182,26,78,131,112,128,48,136,130,36
180,182,27,78,131,112,128,48,135,130,36
181,182,26,83,131,112,128,48,135,130,36
182,182,25,84,131,112,128,48,136,130,36
183,182,26,78,131,112,128,48,136,130,36
184,182,27,80,131,112,128,48,136,130,36
185,182,26,85,131,112,128,48,136,130,36
186,182,25,85,131,112,128,48,136,130,36
187,182,27,84,128,112,128,48,136,130,36
188,182,61,94,128,112,128,48,137,130,28
189,182,28,150,128,112,128,48,136,130,34
190,182,15,148,128,112,128,48,136,130,33
191,182,14,137,128,112,128,48,139,130,34
192,182,16,122,128,112,128,48,140,130,39
193,182,18,101,128,112,128,48,140,130,37
194,182,21,88,128,112,128,48,140,130,36
195,182,26,80,131,112,128,48,140,130,36
196,182,28,82,132,112,128,48,140,130,36
197,182,26,91,132,112,128,48,141,130,36
198,182,23,97,132,112,128,48,139,130,37
199,182,23,91,131,112,128,48,139,130,36
200,182,24,86,131,112,128,48,140,130,36
201,182,24,87,131,112,128,48,141,130,36
202,182,24,84,131,112,128,48,140,130,36
203,182,25,86,131,112,128,48,140,130,36
204,182,24,84,131,112,128,48,140,130,36
205,182,24,84,130,112,128,48,141,130,36
206,182,24,88,130,112,128,48,140,130,36
207,182,24,86,130,112,128,48,140,130,36
208,182,23,86,130,112,128,48,141,130,36
209,182,24,84,130,112,128,48,141,130,36
210,182,24,83,130,112,128,48,140,130,36
211,184,24,86,129,112,128,48,141,130,36
212,182,23,88,129,112,128,48,141,130,36
213,184,23,86,129,112,128,48,141,130,36
214,182,23,85,128,112,128,48,141,130,36
215,184,23,86,128,112,128,48,141,130,36
216,184,23,85,128,112,128,48,141,130,36
217,184,23,81,127,112,128,48,142,130,36
218,184,23,82,127,112,128,48,141,130,36
219,184,23,83,127,112,128,48,141,130,36
220,184,23,84,127,112,128,48,141,130,36
221,184,23,83,127,112,128,48,141,130,36
222,184,23,82,127,112,128,48,141,130,36
223,184,23,83,127,112,128,48,141,130,36
224,184,23,83,127,112,128,48,141,130,36
225,184,23,84,127,112,128,48,141,130,36
226,184,23,84,127,112,128,48,140,130,36
227,184,22,83,127,112,128,48,140,130,36
228,184,23,83,127,112,128,48,140,130,36
229,184,23,80,127,112,128,48,139,130,36
230,184,23,83,127,112,128,48,138,130,36
231,184,22,81,127,112,128,48,138,130,36
232,184,23,80,127,112,128,48,138,130,36
233,184,24,80,127,112,128,48,138,130,36
234,184,23,81,127,112,128,48,142,130,36
235,184,22,84,127,112,128,48,143,130,36
236,184,22,87,126,112,128,48,143,130,36
237,184,21,86,126,112,128,48,143,130,36
238,184,21,84,126,112,128,48,142,130,36
239,184,21,83,126,112,128,48,142,130,36
240,185,22,79,126,112,128,48,142,130,36
241,184,22,81,126,112,128,48,142,130,36
242,185,23,79,126,112,128,48,141,130,36
243,184,22,81,126,112,128,48,141,130,36
244,184,22,81,126,112,128,48,141,130,36
245,184,22,83,126,112,128,48,141,130,36
246,185,22,82,126,112,128,48,140,130,36
247,185,22,81,126,112,128,48,140,130,36
248,185,22,79,126,112,128,48,140,130,36
249,185,23,78,126,112,128,48,140,130,36
250,185,23,79,126,112,128,48,139,130,36
251,185,23,80,126,112,128,48,139,130,36
252,185,23,80,126,112,128,48,139,130,36
253,185,23,80,126,112,128,48,139,130,36
254,185,23,80,127,112,127,48,138,130,36
255,185,22,80,127,112,127,48,138,130,36
256,185,23,77,127,112,127,48,138,130,36
257,185,23,79,127,112,127,48,138,130,36
258,185,22,80,127,112,127,48,138,130,36
259,185,22,79,127,112,127,48,137,130,36
260,185,23,79,127,112,127,48,137,130,36
261,185,23,80,127,112,127,48,137,130,36
262,185,22,80,127,112,127,48,137,130,36
263,185,22,80,127,112,127,48,136,130,36
264,185,23,77,127,112,127,48,136,130,36
265,185,23,78,127,112,127,48,136,130,36
266,185,23,79,127,112,127,48,136,130,36
267,185,23,79,127,112,127,48,140,130,36
268,185,23,80,127,112,127,48,141,130,36
269,185,22,83,127,112,127,48,141,130,36
270,185,22,83,127,112,127,48,140,130,36
271,185,22,83,127,112,127,48,140,130,36
272,185,21,83,127,112,127,48,140,130,36
273,185,21,83,127,112,127,48,140,130,36
274,185,22,80,127,112,127,48,139,130,36
275,185,22,77,127,112,127,48,139,130,36
276,185,23,76,127,112,127,48,139,130,36
277,185,23,77,127,112,127,48,139,130,36
278,185,23,78,127,112,127,48,138,130,36
279,185,23,78,127,112,127,48,138,130,36
280,185,23,80,127,112,127,48,138,130,36
281,185,22,81,127,112,127,48,138,130,36
282,185,22,79,127,112,127,48,137,130,36
283,185,23,78,127,112,127,48,137,130,36
284,185,23,80,127,112,127,48,137,130,36
285,185,23,79,127,112,127,48,137,130,36
286,185,22,81,127,112,127,48,136,130,36
287,185,22,80,127,112,127,48,136,130,36
288,185,22,78,127,112,127,48,136,130,36
289,185,23,78,127,112,127,48,140,130,36
290,186,23,78,127,112,127,48,141,130,36
291,186,22,81,127,112,127,48,141,130,36
292,186,22,81,127,112,127,48,141,130,36
293,186,22,81,127,112,127,48,140,130,36
294,186,22,81,127,112,127,48,140,130,36
295,186,22,83,127,112,127,48,142,130,36
296,186,21,83,127,112,127,48,142,130,36
297,186,21,84,127,112,127,48,141,130,36
298,186,22,83,127,112,127,48,141,130,36
299,186,22,81,127,112,127,48,141,130,36
300,186,22,80,127,112,127,48,142,130,36
301,186,22,80,127,112,127,48,142,130,36
302,186,23,78,127,112,127,48,142,130,36
303,186,22,80,127,112,127,48,142,130,36
304,186,22,80,127,112,127,48,142,130,36
305,186,22,82,127,112,127,48,141,130,36
306,186,22,83,127,112,127,48,141,130,36
307,186,21,84,127,112,127,48,141,130,36
308,186,21,81,127,112,127,48,142,130,36
309,186,22,80,127,112,127,48,147,130,36
310,186,22,80,127,112,127,48,149,130,36
311,186,21,83,127,112,127,48,149,130,36
312,186,21,85,127,112,127,48,150,130,36
313,186,20,85,126,112,127,48,150,130,36
314,186,20,84,126,112,127,48,150,130,36
315,186,20,84,126,112,127,48,149,130,36
316,186,21,83,126,112,127,48,150,130,36
317,186,21,83,126,112,127,48,150,130,36
318,186,20,84,125,112,127,48,151,130,36
319,186,20,83,125,112,127,48,150,130,36
320,186,20,83,125,112,127,48,150,130,36
321,186,21,81,125,112,127,48,151,130,36
322,186,21,81,125,112,127,48,151,130,36
323,186,21,81,125,112,127,48,150,130,36
324,186,21,81,125,112,127,48,154,130,36
325,186,21,82,125,112,127,48,152,130,36
326,186,21,83,125,112,127,48,152,130,36
327,186,21,81,125,112,127,48,154,130,36
328,186,20,82,125,112,127,48,153,130,36
329,186,21,82,125,112,127,48,153,130,36
330,186,21,82,125,112,127,48,153,130,36
331,186,21,83,125,112,127,48,153,130,36
332,186,21,83,125,112,127,48,153,130,36
333,186,20,85,125,112,127,48,153,130,36
334,186,20,84,125,112,127,48,154,130,36
335,186,20,84,125,112,127,48,155,130,36
336,186,20,83,125,112,127,48,154,130,36
337,186,20,84,125,112,127,48,155,130,36
338,186,20,83,125,112,127,48,155,130,36
339,186,20,83,125,112,127,48,155,130,36
340,186,20,84,125,112,127,48,154,130,36
341,186,20,83,124,112,127,48,154,130,36
342,186,20,82,124,112,127,48,155,130,36
343,186,21,80,124,112,127,48,155,130,36
344,186,21,81,124,112,127,48,155,130,36
345,186,20,80,124,112,127,48,154,130,36
346,187,21,79,124,112,127,48,154,130,36
347,186,21,80,124,112,127,48,154,130,36
348,186,20,82,124,112,127,48,155,130,36
349,187,20,83,124,112,127,48,154,130,36
350,187,20,83,124,112,127,48,154,130,36
351,186,20,81,124,112,127,48,155,130,36
352,186,20,80,124,112,127,48,155,130,36
353,186,20,79,124,112,127,48,154,130,36
354,186,21,79,124,112,127,48,154,130,36
355,186,20,80,124,112,127,48,154,130,36
356,187,20,80,124,112,127,48,154,130,36
357,187,20,81,124,112,127,48,153,130,36
358,187,20,81,124,112,127,48,154,130,36
359,187,20,83,124,112,127,48,156,130,36
360,187,20,83,124,112,127,48,157,130,36
361,187,20,83,124,112,127,48,157,130,36
362,187,19,83,124,112,127,48,156,130,36
363,187,20,81,124,112,127,48,156,130,36
364,187,20,81,124,112,127,48,157,130,36
365,187,20,81,124,112,127,48,157,130,36
366,187,20,83,124,112,127,48,158,130,36
367,187,20,84,124,112,127,48,159,130,36
368,187,19,85,124,112,127,48,160,130,36
369,187,19,84,124,112,127,48,160,130,36
370,187,19,83,124,112,127,48,160,130,36
371,187,20,83,124,112,127,48,160,130,36
372,187,20,82,124,112,127,48,160,130,36
373,187,19,81,124,112,127,48,160,130,36
374,187,20,80,124,112,127,48,160,130,36
375,187,20,80,124,112,127,48,160,130,36
376,187,21,80,124,112,127,48,160,130,36
377,187,20,81,124,112,127,48,160,130,36
378,187,20,81,124,112,127,48,160,130,36
379,187,20,82,124,112,127,48,160,130,36
380,187,20,83,124,112,127,48,160,130,36
381,187,20,83,124,112,127,48,160,130,36
382,187,19,83,124,112,127,48,160,130,36
383,187,20,83,124,112,127,48,160,130,36
384,187,20,83,124,112,127,48,160,130,36
385,187,20,81,124,112,127,48,160,130,36
386,187,20,80,124,112,127,48,160,130,36
387,187,20,81,124,112,127,48,160,130,36
388,187,20,80,124,112,127,48,159,130,36
389,187,20,80,124,112,127,48,160,130,36
390,187,20,81,124,112,127,48,160,130,36
391,187,20,81,124,112,127,48,160,130,36
392,187,20,83,124,112,127,48,160,130,36
393,187,20,83,124,112,127,48,160,130,36
394,187,19,83,124,112,127,48,160,130,36
395,187,20,80,124,112,127,48,160,130,36
396,187,20,79,124,112,127,48,160,130,36
397,187,20,80,124,112,127,48,159,130,36
398,187,20,80,124,112,127,48,159,130,36
399,187,20,81,124,112,127,48,160,130,36
400,187,20,83,124,112,127,48,160,130,36
401,187,19,83,124,112,127,48,160,130,36
402,187,20,80,124,112,127,48,160,130,36
403,187,20,80,124,112,127,48,160,130,36
404,187,20,80,124,112,127,48,160,130,36
405,187,21,79,124,112,127,48,160,130,36
406,187,20,80,124,112,127,48,160,130,36
407,187,20,81,124,112,127,48,160,130,36
408,187,20,83,124,112,127,48,160,130,36
409,187,19,84,124,112,127,48,160,130,36
410,187,19,83,124,112,127,48,160,130,36
411,187,20,81,124,112,127,48,160,130,36
412,187,20,80,124,112,127,48,160,130,36
413,187,20,81,124,112,127,48,159,130,36
414,187,20,80,124,112,127,48,160,130,36
415,187,20,78,124,112,127,48,160,130,36
416,187,21,78,124,112,127,48,160,130,36
417,187,21,79,124,112,127,48,160,130,36
418,187,21,79,124,112,127,48,160,130,36
419,187,20,82,124,112,127,48,160,130,36
420,187,20,81,124,112,127,48,160,130,36
421,187,20,83,124,112,127,48,160,130,36
422,187,19,83,124,112,127,48,160,130,36
423,187,20,83,124,112,127,48,160,130,36
424,187,20,82,124,112,127,48,160,130,36
425,187,20,82,124,112,127,48,160,130,36
426,187,20,81,124,112,127,48,160,130,36
427,187,19,83,124,112,127,48,160,130,36
428,187,20,80,124,112,127,48,160,130,36
429,189,20,81,124,112,127,48,160,130,36
430,187,20,80,124,112,127,48,160,130,36
431,187,20,81,124,112,127,48,160,130,36
432,187,20,80,124,112,127,48,159,130,36
433,187,20,81,124,112,127,48,160,130,36
434,187,20,81,124,112,127,48,160,130,36
435,187,19,82,124,112,127,48,159,130,36
436,187,20,80,124,112,127,48,159,130,36
437,187,20,80,124,112,127,48,159,130,36
438,187,20,80,124,112,127,48,159,130,36
439,187,20,80,124,112,127,48,159,130,36
440,187,20,81,124,112,127,48,160,130,36
441,187,20,80,124,112,127,48,160,130,36
442,187,20,80,124,112,127,48,160,130,36
443,187,20,79,124,112,127,48,160,130,36
444,187,20,77,124,112,127,48,160,130,36
445,187,20,78,124,112,127,48,160,130,36
446,187,20,78,124,112,127,48,160,130,36
447,187,20,80,124,112,127,48,160,130,36
448,187,20,81,124,112,127,48,160,130,36
449,187,20,82,124,112,127,48,160,130,36
450,187,20,82,124,112,127,48,160,130,36
