Zeit,Motortemperatur,Motorlast,Drehzahl,LL-Stab. Arbeitsber.,LL-Stab. Nullpunkt,LL-Stab. Lastanpassung,LL-Stab. Kennl.-Strg.,Lambdaregelung aktiv,Lambdareg. Anpassung,Zündwinkel
88,164,30,77,138,108,126,48,128,130,37
89,164,30,79,138,108,126,48,128,130,37
90,164,30,80,138,108,126,48,128,130,37
91,164,30,77,138,108,126,48,128,130,37
92,164,30,81,138,108,126,48,128,130,37
93,164,31,79,138,108,126,48,128,130,37
94,164,30,80,138,108,126,48,128,130,37
95,164,30,83,138,108,126,48,128,130,37
96,164,29,85,138,108,126,48,128,130,37
97,164,30,80,138,108,126,48,128,130,37
98,164,29,79,138,108,126,48,128,130,37
99,164,30,80,138,108,126,48,128,130,37
100,164,30,79,138,108,126,48,128,130,37
101,164,30,83,138,108,126,48,128,130,37
102,164,29,84,138,108,126,48,128,130,37
103,164,30,81,138,108,126,48,128,130,37
104,164,30,83,138,108,126,48,128,130,37
105,164,29,84,138,108,126,48,128,130,37
106,164,43,80,128,108,126,48,128,130,40
107,164,95,100,128,108,126,48,128,130,40
108,164,31,189,128,108,126,48,128,130,25
109,164,14,205,128,108,126,48,128,130,24
110,164,11,189,128,108,126,48,128,130,31
111,164,14,161,128,108,126,48,128,130,37
112,164,18,133,128,108,126,48,128,130,47
113,164,21,107,128,108,126,48,128,130,42
114,164,24,89,129,108,126,48,128,130,37
115,165,29,83,132,108,126,48,128,130,37
116,165,32,80,135,108,126,48,128,130,37
117,165,31,86,136,108,126,48,128,130,37
118,165,29,89,135,108,126,48,128,130,37
119,165,30,83,135,108,126,48,128,130,37
120,165,30,82,135,108,126,48,128,130,37
121,165,31,78,136,108,126,48,128,130,37
122,165,30,84,136,108,126,48,128,130,37
123,165,29,83,136,108,126,48,128,130,37
124,165,30,77,135,108,126,48,128,130,37
125,165,31,81,136,108,126,48,128,130,37
126,165,30,84,136,108,126,48,128,130,37
127,165,29,84,135,108,126,48,128,130,37
128,165,30,81,135,108,126,48,128,130,37
129,165,30,80,135,108,126,48,128,130,37
130,165,30,81,135,108,126,48,128,130,37
131,165,29,83,135,108,126,48,128,130,37
132,165,29,81,135,108,126,48,128,130,37
133,165,30,80,135,108,126,48,128,130,37
134,165,30,80,135,108,126,48,128,130,37
135,165,30,79,135,108,126,48,128,130,37
136,165,30,83,135,108,126,48,128,130,37
137,165,30,83,135,108,126,48,128,130,37
138,165,29,80,135,108,126,48,128,130,37
139,165,29,82,135,108,126,48,128,130,37
140,165,30,80,135,108,126,48,129,130,37
141,166,29,83,135,108,126,48,129,130,37
142,165,30,80,135,108,126,48,130,130,37
143,166,110,93,128,108,126,48,131,130,44
144,165,26,144,128,108,126,48,130,130,44
145,166,16,137,128,108,126,48,132,130,40
146,166,17,119,128,108,126,48,132,130,39
147,166,20,99,128,108,126,48,133,130,38
148,166,24,84,130,108,126,48,133,130,37
149,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0
151,167,26,81,130,108,126,48,139,130,37
152,167,26,80,130,108,126,48,139,130,37
153,168,26,81,130,108,126,48,139,130,37
154,168,25,83,130,108,126,48,139,130,37
155,167,26,80,130,108,126,48,139,130,37
156,168,26,79,130,108,126,48,139,130,37
157,168,26,80,130,108,126,48,139,130,37
158,168,26,83,130,108,126,48,139,130,37
159,168,25,83,130,108,126,48,140,130,37
160,168,25,83,130,108,126,48,139,130,37
161,168,25,83,130,108,126,48,139,130,37
162,168,25,85,129,108,126,48,139,130,37
163,168,24,84,129,108,126,48,140,130,37
164,168,25,84,129,108,126,48,139,130,37
165,168,25,83,129,108,126,48,139,130,37
166,168,24,84,129,108,126,48,140,130,37
167,168,25,83,129,108,126,48,140,130,37
168,168,25,82,129,108,126,48,139,130,37
169,168,25,83,129,108,126,48,139,130,37
170,168,24,84,129,108,126,48,140,130,37
171,168,25,81,129,108,126,48,140,130,37
172,168,25,83,129,108,126,48,140,130,37
173,168,24,85,129,108,126,48,139,130,37
174,168,24,84,128,108,126,48,140,130,37
175,168,24,83,128,108,126,48,140,130,37
176,168,25,81,128,108,126,48,140,130,37
177,168,25,83,128,108,126,48,140,130,37
178,168,24,85,128,108,126,48,140,130,37
179,168,25,81,128,108,126,48,140,130,37
180,168,25,84,128,108,126,48,140,130,37
181,170,24,86,127,108,126,48,140,130,37
182,170,23,84,127,108,126,48,142,130,37
183,170,23,84,127,108,126,48,144,130,37
184,170,23,84,127,108,126,48,142,130,37
185,170,23,83,127,108,126,48,142,130,37
186,170,23,82,127,108,126,48,142,130,37
187,170,24,80,127,108,126,48,142,130,37
188,170,24,80,127,108,126,48,141,130,37
189,170,24,81,127,108,126,48,141,130,37
190,170,24,79,127,108,126,48,141,130,37
191,170,24,81,127,108,126,48,141,130,37
192,170,24,81,127,108,126,48,140,130,37
193,170,24,80,127,108,126,48,140,130,37
194,170,24,79,127,108,126,48,141,130,37
195,170,24,78,127,108,126,48,141,130,37
196,170,24,80,127,108,126,48,141,130,37
197,170,24,79,127,108,126,48,140,130,37
198,170,25,79,127,108,126,48,140,130,37
199,170,23,83,127,108,126,48,140,130,37
200,170,23,81,127,108,126,48,140,130,37
201,170,23,82,127,108,126,48,139,130,37
202,170,24,80,127,108,126,48,139,130,37
203,170,24,79,127,108,126,48,139,130,37
204,170,24,78,127,108,126,48,139,130,37
205,170,24,78,127,108,126,48,138,130,37
206,170,24,80,127,108,126,48,139,130,37
207,170,24,80,127,108,126,48,140,130,37
208,170,24,79,127,108,126,48,140,130,37
209,171,24,80,127,108,126,48,140,130,37
210,171,24,80,127,108,126,48,139,130,37
211,171,23,80,127,108,126,48,140,130,37
212,171,24,80,127,108,126,48,146,130,37
213,171,24,81,127,108,126,48,149,130,37
214,171,23,82,127,108,126,48,150,130,37
215,171,22,86,126,108,126,48,150,130,37
216,171,22,86,126,108,126,48,149,130,37
217,171,21,86,125,108,126,48,150,130,37
218,171,21,84,125,108,126,48,151,130,37
219,171,22,79,125,108,126,48,150,130,37
220,171,22,83,125,108,126,48,150,130,37
221,171,22,80,125,108,126,48,150,130,37
222,171,22,79,125,108,126,48,150,130,37
223,171,22,79,125,108,126,48,150,130,37
224,171,22,80,125,108,126,48,149,130,37
225,171,22,80,125,108,126,48,149,130,37
226,171,22,81,125,108,126,48,150,130,37
227,171,22,80,125,108,126,48,156,130,37
228,171,22,80,125,108,126,48,160,130,37
229,171,22,81,125,108,126,48,160,130,37
230,171,22,82,125,108,126,48,160,130,37
231,171,21,83,125,108,126,48,160,130,37
232,171,21,84,125,108,126,48,160,130,37
233,171,21,85,125,108,126,48,160,130,36
234,172,20,86,124,108,126,48,160,130,36
235,171,20,86,124,108,126,48,160,130,37
236,172,21,86,124,108,126,48,160,130,36
237,172,21,86,124,108,126,48,160,130,37
238,172,20,86,124,108,126,48,160,130,36
239,172,20,86,124,108,126,48,160,130,36
240,172,20,86,124,108,126,48,160,130,36
241,172,20,86,124,108,126,48,160,130,36
242,172,20,83,124,108,126,48,160,130,36
243,172,21,82,124,108,126,48,160,130,36
244,172,21,81,124,108,126,48,160,130,36
245,172,22,80,124,108,126,48,160,130,36
246,172,22,83,124,108,126,48,160,130,36
247,172,21,86,124,108,126,48,160,130,36
248,172,20,88,124,108,126,48,160,130,36
249,172,20,87,124,108,126,48,160,130,36
250,172,20,86,124,108,126,48,160,130,36
251,172,20,85,124,108,126,48,160,130,36
252,172,20,83,124,108,126,48,160,130,36
253,172,21,83,124,108,126,48,160,130,36
254,172,21,81,124,108,126,48,160,130,36
255,172,21,83,124,108,126,48,160,130,36
256,172,21,83,124,108,126,48,160,130,36
257,172,21,83,124,108,126,48,160,130,36
258,172,21,83,124,108,126,48,160,130,36
259,172,21,83,124,108,126,48,160,130,36
260,172,20,83,124,108,126,48,160,130,36
261,172,21,83,124,108,126,48,160,130,36
262,172,21,83,124,108,126,48,160,130,36
263,172,21,83,124,108,126,48,160,130,36
264,173,20,83,124,108,126,48,160,130,36
265,173,21,83,124,108,126,48,160,130,36
266,173,21,83,124,108,126,48,160,130,36
267,173,21,83,124,108,126,48,160,130,36
268,173,20,84,124,108,126,48,160,130,36
269,173,20,84,124,108,126,48,160,130,36
270,172,21,83,124,108,126,48,160,130,36
271,173,20,84,124,108,126,48,160,130,36
272,173,20,84,124,108,126,48,160,130,36
273,173,20,84,124,108,126,48,160,130,36
274,173,20,81,124,108,126,48,160,130,36
275,173,20,82,124,108,126,48,160,130,36
276,173,21,82,124,108,126,48,160,130,36
277,173,21,83,124,108,126,48,160,130,36
278,173,20,84,124,108,126,48,160,130,36
279,173,20,84,124,108,126,48,160,130,36
280,173,20,84,124,108,126,48,160,130,36
281,173,20,83,124,108,126,48,160,130,36
282,173,20,83,124,108,126,48,160,130,36
283,173,20,81,124,108,126,48,160,130,36
284,173,20,81,124,108,126,48,160,130,36
285,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0
287,175,25,83,130,108,126,51,130,130,36
288,175,26,81,130,108,126,51,130,130,36
289,175,25,84,130,108,126,51,130,130,36
290,175,25,84,130,108,126,51,131,130,36
291,175,24,88,130,108,126,51,131,130,36
292,175,24,84,129,108,126,51,131,130,36
293,175,25,81,129,108,126,51,131,130,36
294,175,25,83,129,108,126,51,132,130,36
295,175,24,86,129,108,126,51,132,130,36
296,175,24,84,129,108,126,51,132,130,36
297,175,24,84,129,108,126,51,133,130,36
298,176,24,85,129,108,126,51,133,130,36
299,175,24,86,128,108,126,51,133,130,36
300,176,23,84,128,108,126,51,134,130,36
301,176,24,83,128,108,126,51,134,130,36
302,176,24,81,128,108,126,51,134,130,36
303,176,24,81,128,108,126,51,134,130,36
304,176,24,80,128,108,126,51,135,130,36
305,176,24,79,128,108,126,51,135,130,36
306,176,24,79,128,108,126,51,135,130,36
307,176,25,78,128,108,126,51,135,130,36
308,176,24,81,128,108,126,51,136,130,36
309,176,23,85,127,108,126,51,136,130,36
310,176,23,83,127,108,126,51,136,130,36
311,176,24,78,127,108,126,51,136,130,36
312,176,24,78,127,108,126,51,137,130,36
313,176,24,80,127,108,126,51,137,130,36
314,176,24,79,127,108,126,51,137,130,36
315,176,24,82,127,108,126,51,137,130,36
316,176,23,82,127,108,126,51,138,130,36
317,176,24,80,127,108,126,51,138,130,36
318,176,24,81,127,108,126,51,138,130,36
319,176,23,83,127,108,126,51,138,130,36
320,176,23,82,127,108,126,51,139,130,36
321,176,23,81,127,108,126,51,139,130,36
322,176,23,83,127,108,126,51,139,130,36
323,176,23,83,127,108,126,51,139,130,36
324,176,23,83,127,108,126,51,140,130,36
325,176,24,81,127,108,126,51,144,130,36
326,176,23,84,127,108,126,51,145,130,36
327,176,22,87,127,108,126,51,145,130,36
328,176,22,84,127,108,126,51,144,130,36
329,176,21,86,127,108,126,51,144,130,36
330,177,22,82,126,108,126,51,144,130,36
331,177,22,83,126,108,126,51,143,130,36
332,177,22,81,126,108,126,51,143,130,36
333,177,23,80,126,108,126,51,143,130,36
334,177,23,81,126,108,126,51,143,130,36
335,177,23,83,126,108,126,51,142,130,36
336,177,22,82,126,108,126,51,142,130,36
337,177,22,81,126,108,126,51,142,130,36
338,177,23,81,126,108,126,51,142,130,36
339,177,23,79,126,108,126,51,141,130,36
340,177,23,81,126,108,126,51,141,130,36
341,177,23,82,126,108,126,51,141,130,36
342,177,22,80,127,108,125,51,141,130,36
343,177,23,80,127,108,125,51,140,130,36
344,177,23,81,127,108,125,51,140,130,36
345,177,22,83,127,108,125,51,140,130,36
346,177,22,80,127,108,125,51,140,130,36
347,177,23,77,127,108,125,51,139,130,36
348,177,24,77,127,108,125,51,139,130,36
349,177,24,79,128,108,125,51,139,130,36
350,177,23,81,128,108,125,51,139,130,36
351,177,22,84,127,108,125,51,139,130,36
352,177,22,83,127,108,125,51,138,130,36
353,177,22,82,127,108,125,51,139,130,36
354,177,22,78,127,108,125,51,142,130,36
355,177,23,79,127,108,125,51,142,130,36
356,177,23,79,127,108,125,51,144,130,36
357,177,23,81,127,108,125,51,143,130,36
358,177,22,83,127,108,125,51,143,130,36
359,177,22,83,127,108,125,51,143,130,36
360,177,22,83,127,108,125,51,143,130,36
361,177,22,83,127,108,125,51,142,130,36
362,177,22,83,127,108,125,51,142,130,36
363,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
365,179,21,80,127,108,125,51,149,130,36
366,179,21,80,127,108,125,51,148,130,36
367,179,21,82,127,108,125,51,149,130,36
368,179,21,81,127,108,125,51,151,130,36
369,179,22,81,127,108,125,51,152,130,36
370,179,21,83,127,108,125,51,153,130,36
371,179,21,83,127,108,125,51,153,130,36
372,179,21,83,127,108,125,51,154,130,36
373,180,21,83,127,108,125,51,155,130,36
374,180,21,83,127,108,125,51,155,130,36
375,180,21,83,127,108,125,51,158,130,36
376,179,21,83,127,108,125,51,155,130,36
377,179,21,83,127,108,125,51,156,130,36
378,180,21,83,127,108,125,51,159,130,36
379,180,20,83,127,108,125,51,158,130,36
380,180,21,83,127,108,125,51,158,130,36
381,180,21,83,127,108,125,51,158,130,36
382,180,20,83,127,108,125,51,159,130,36
383,180,21,83,127,108,125,51,160,130,36
384,180,21,83,127,108,125,51,159,130,36
385,180,21,83,127,108,125,51,160,130,36
386,180,20,84,127,108,125,51,160,130,36
387,180,20,84,126,108,125,51,160,130,36
388,180,21,83,126,108,125,51,160,130,36
389,180,21,84,126,108,125,51,160,130,36
390,180,20,83,126,108,125,51,159,130,36
391,180,21,83,126,108,125,51,160,130,36
392,180,21,83,126,108,125,51,160,130,36
393,180,20,84,126,108,125,51,160,130,36
394,180,20,84,126,108,125,51,160,130,36
395,180,20,83,126,108,125,51,160,130,36
396,180,21,80,126,108,125,51,160,130,36
397,180,20,82,126,108,125,51,160,130,36
398,180,21,80,126,108,125,51,160,130,36
399,180,21,77,126,108,125,51,160,130,36
400,180,21,79,126,108,125,51,160,130,36
401,180,21,80,126,108,125,51,160,130,36
402,180,21,83,126,108,125,51,160,130,36
403,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0
405,181,21,80,126,108,125,51,160,130,36
406,181,21,80,126,108,125,51,160,130,36
407,181,21,79,126,108,125,51,160,130,36
408,181,21,80,126,108,125,51,160,130,36
409,181,21,80,126,108,125,51,160,130,36
410,181,20,80,126,108,125,51,160,130,36
411,181,20,81,126,108,125,51,160,130,36
412,181,20,79,126,108,125,51,160,130,36
413,181,21,78,126,108,125,51,160,130,36
414,182,21,79,126,108,125,51,160,130,36
415,181,21,80,126,108,125,51,160,130,36
416,181,21,80,126,108,125,51,160,130,36
417,182,20,80,126,108,125,51,160,130,36
418,181,20,80,126,108,125,51,160,130,36
419,182,20,80,126,108,125,51,160,130,36
420,181,20,80,126,108,125,51,160,130,36
421,181,20,80,126,108,125,51,160,130,36
422,181,20,80,126,108,125,51,160,130,36
423,182,20,79,126,108,125,51,159,130,36
424,182,20,78,126,108,125,51,159,130,36
425,182,21,77,126,108,125,51,160,130,36
426,182,32,78,126,108,125,51,160,130,33
427,182,72,85,128,108,125,51,160,130,36
428,182,18,176,128,108,125,51,157,130,28
429,182,11,182,128,108,125,51,160,130,31
430,182,11,163,128,108,125,51,128,130,35
431,182,15,135,128,108,125,51,128,130,47
432,182,16,115,128,108,125,52,128,130,42
433,182,20,97,128,108,125,52,129,130,37
434,182,22,87,129,108,125,52,128,130,36
435,182,25,81,131,108,125,52,128,130,36
436,182,26,81,132,108,125,52,129,130,36
437,182,25,88,132,108,125,52,129,130,36
438,182,23,89,131,108,125,52,130,130,36
439,182,24,83,131,108,125,52,131,130,36
440,182,25,80,131,108,125,52,132,130,36
441,182,24,84,131,108,125,52,133,130,36
442,182,23,83,131,108,125,52,133,130,36
443,182,24,80,131,108,125,52,133,130,36
444,182,37,80,128,108,125,52,133,130,33
445,182,54,81,128,108,125,52,135,130,38
446,182,17,155,128,108,125,52,132,130,29
447,182,12,140,128,108,125,52,133,130,35
448,182,14,120,128,108,125,52,134,130,39
449,182,17,99,128,108,125,52,134,130,37
450,182,21,84,130,108,125,52,135,130,36
451,182,26,76,134,108,125,53,135,130,36
452,182,29,81,136,108,125,53,135,130,36
453,182,26,93,136,108,125,53,136,130,36
454,182,23,100,135,108,125,53,135,130,37
455,182,22,95,134,108,125,53,135,130,36
456,182,23,90,134,108,125,53,134,130,36
457,182,23,87,134,108,125,53,137,130,36
458,182,24,88,134,108,125,53,137,130,36
459,184,24,87,133,108,125,53,137,130,36
460,182,24,88,133,108,125,53,137,130,36
461,182,23,90,132,108,125,53,137,130,36
462,184,22,90,132,108,125,53,137,130,36
463,182,22,88,131,108,125,53,136,130,36
464,182,22,86,131,108,125,53,136,130,36
465,182,23,84,131,108,125,53,140,130,36
466,182,23,81,131,108,125,53,141,130,36
467,182,24,84,131,108,125,53,143,130,36
468,184,23,88,131,108,125,53,143,130,36
469,184,22,90,130,108,125,53,143,130,36
470,184,21,90,130,108,125,53,142,130,36
471,184,21,88,129,108,125,53,142,130,36
472,184,21,86,129,108,125,53,142,130,36
473,184,22,83,129,108,125,53,141,130,36
474,184,22,81,129,108,125,53,141,130,36
475,184,24,78,129,108,125,53,141,130,36
476,184,23,80,129,108,125,53,141,130,36
477,184,23,84,129,108,125,53,140,130,36
478,184,22,86,129,108,125,53,140,130,36
479,184,22,83,128,108,125,53,140,130,36
480,184,22,80,128,108,125,53,140,130,36
481,184,22,79,128,108,125,53,139,130,36
482,184,23,78,128,108,125,53,139,130,36
483,184,23,78,128,108,125,53,139,130,36
484,184,23,78,128,108,125,53,139,130,36
485,184,23,77,128,108,125,53,138,130,36
486,184,23,80,128,108,125,53,138,130,36
487,184,22,81,128,108,125,53,138,130,36
488,184,22,80,128,108,125,53,138,130,36
489,184,22,79,128,108,125,53,138,130,36
490,184,23,77,129,108,125,53,143,130,36
491,184,23,79,129,108,125,53,143,130,36
492,184,22,81,129,108,125,53,142,130,36
493,184,22,83,129,108,125,53,142,130,36
494,184,21,80,129,108,125,53,142,130,36
495,185,22,81,129,108,125,53,144,130,36
496,184,22,80,129,108,125,53,146,130,36
497,184,22,81,129,108,125,53,145,130,36
498,184,22,81,129,108,125,53,145,130,36
499,184,22,83,129,108,125,53,145,130,36
500,184,22,81,129,108,125,53,145,130,36
501,184,22,81,129,108,125,53,144,130,36
502,184,22,81,129,108,125,53,145,130,36
503,184,22,80,129,108,125,53,148,130,36
504,184,22,80,129,108,125,53,149,130,36
505,184,22,82,128,108,126,53,149,130,36
506,185,21,84,128,108,126,53,148,130,36
507,184,21,83,128,108,125,53,148,130,36
508,185,21,81,128,108,125,53,148,130,36
509,185,21,82,128,108,125,53,148,130,36
510,185,21,83,128,108,125,53,148,130,36
511,185,21,83,128,108,125,53,150,130,36
512,185,21,84,128,108,125,53,150,130,36
513,185,21,83,128,108,125,53,151,130,36
514,185,21,82,128,108,125,53,151,130,36
515,185,21,82,128,108,125,53,151,130,36
516,185,21,82,128,108,125,53,151,130,36
517,185,21,83,128,108,125,53,151,130,36
518,185,21,83,128,108,125,53,150,130,36
519,185,21,84,128,108,125,53,150,130,36
520,185,21,83,128,108,125,53,151,130,36
521,185,21,83,128,108,125,53,151,130,36
522,185,21,83,128,108,125,53,152,130,36
523,185,21,81,128,108,125,53,151,130,36
524,185,21,81,128,108,125,53,151,130,36
525,185,21,81,128,108,125,53,151,130,36
526,185,21,83,128,108,125,53,151,130,36
527,185,21,83,128,108,125,53,151,130,36
528,185,21,83,128,108,125,53,152,130,36
529,185,21,83,128,108,125,53,152,130,36
530,185,21,81,128,108,125,53,152,130,36
531,185,21,82,128,108,125,53,151,130,36
532,185,21,82,128,108,125,53,154,130,36
533,185,21,81,128,108,125,53,154,130,36
534,185,21,82,128,108,125,53,155,130,36
535,185,21,82,128,108,125,53,155,130,36
536,185,21,83,128,108,125,53,155,130,36
537,185,21,83,128,108,125,53,155,130,36
538,185,21,84,128,108,125,53,156,130,36
539,185,22,84,128,108,125,53,158,130,33
540,185,82,80,128,108,125,53,159,130,39
541,185,23,162,128,108,125,53,157,130,32
542,185,12,178,128,108,125,53,158,130,32
543,185,11,163,128,108,125,53,128,130,36
544,185,15,135,128,108,125,53,128,130,47
545,185,17,111,128,108,125,53,128,130,42
546,185,19,94,128,108,125,53,129,130,37
547,185,22,82,130,108,125,53,128,130,36
548,185,28,72,134,108,125,54,128,130,33
549,185,30,81,137,108,125,54,129,130,36
550,185,26,96,136,108,125,54,129,130,36
551,185,23,97,136,108,125,54,129,130,37
552,185,24,91,136,108,125,54,131,130,36
553,185,24,90,135,108,125,54,130,130,36
554,185,24,87,135,108,125,54,131,130,36
555,185,24,86,135,108,125,54,131,130,36
556,185,26,83,135,108,125,54,131,130,36
557,186,25,86,135,108,125,54,132,130,36
558,185,24,88,134,108,125,54,132,130,36
559,0,0,0,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0,0,0,0
561,186,25,83,133,108,126,54,139,130,36
562,186,25,80,133,108,126,54,139,130,36
563,186,25,80,133,108,126,54,139,130,36
564,186,24,81,133,108,126,54,138,130,36
565,186,24,81,132,108,126,54,139,130,36
566,186,25,80,132,108,126,54,139,130,36
567,186,25,81,132,108,126,54,139,130,36
568,186,24,86,132,108,126,54,138,130,36
569,186,23,85,132,108,126,54,139,130,36
570,186,24,81,132,108,126,54,139,130,36
571,186,25,81,132,108,126,54,139,130,36
572,186,25,81,132,108,126,54,139,130,36
573,186,24,84,132,108,126,54,139,130,36
574,186,23,84,132,108,126,54,139,130,36
575,186,23,84,132,108,126,54,139,130,36
576,186,23,83,132,108,126,54,140,130,36
577,186,24,83,132,108,126,54,139,130,36
578,186,24,83,132,108,126,54,139,130,36
579,186,24,78,132,108,126,54,139,130,36
580,186,25,80,132,108,126,54,139,130,36
581,186,24,83,132,108,126,54,140,130,36
582,186,23,86,131,108,126,54,139,130,36
583,186,23,83,131,108,126,54,139,130,36
584,186,23,83,131,108,126,54,140,130,36
585,186,23,85,131,108,126,54,140,130,36
586,186,23,84,131,108,126,54,139,130,36
587,186,23,84,130,108,126,54,139,130,36
588,186,22,83,130,108,126,54,140,130,36
589,186,23,81,130,108,126,54,140,130,36
590,186,23,79,130,108,126,54,139,130,36
591,186,24,80,130,108,126,54,140,130,36
592,186,24,80,130,108,126,54,140,130,36
593,186,23,82,130,108,126,54,140,130,36
594,186,23,84,130,108,126,54,139,130,36
595,186,22,83,130,108,126,54,140,130,36
596,186,23,82,130,108,126,54,140,130,36
597,186,22,83,130,108,126,54,140,130,36
598,186,22,83,130,108,126,54,140,130,36
599,186,23,83,130,108,126,54,140,130,36
600,186,23,83,130,108,126,54,140,130,36
601,186,23,82,130,108,126,54,140,130,36
602,186,23,82,130,108,126,54,140,130,36
603,186,23,85,130,108,126,54,140,130,36
604,186,22,88,129,108,126,54,140,130,36
605,186,21,88,129,108,126,54,140,130,36
606,186,21,84,129,108,126,54,139,130,36
607,186,23,80,129,108,126,54,138,130,36
608,186,22,81,129,108,126,54,138,130,36
609,186,22,83,129,108,126,54,138,130,36
610,186,22,81,129,108,126,54,137,130,36
611,186,23,76,129,108,126,54,137,130,36
612,186,23,78,129,108,126,54,137,130,36
613,186,24,78,129,108,126,54,139,130,36
614,186,23,80,129,108,126,54,139,130,36
615,186,23,84,129,108,126,54,139,130,36
616,186,22,86,129,108,126,54,138,130,36
617,186,21,84,128,108,126,54,137,130,36
618,186,22,80,128,108,126,54,137,130,36
619,186,22,79,128,108,126,54,137,130,36
620,187,23,79,128,108,126,54,139,130,36
621,187,23,80,128,108,126,54,140,130,36
622,186,22,81,128,108,126,54,139,130,36
623,187,22,80,128,108,126,54,139,130,36
