Zeit,Motortemperatur,Motorlast,Drehzahl,LL-Stab. Arbeitsber.,LL-Stab. Nullpunkt,LL-Stab. Lastanpassung,LL-Stab. Kennl.-Strg.,Lambdaregelung aktiv,Lambdareg. Anpassung,Zündwinkel
129,186,27,80,139,117,127,48,128,130,36
130,186,28,80,139,117,127,48,128,130,36
131,186,28,81,139,117,127,48,128,130,36
132,186,28,80,139,117,127,48,128,130,36
133,186,28,83,139,117,127,48,128,130,36
134,186,28,81,139,117,127,48,128,130,36
135,186,28,81,139,117,127,48,128,130,36
136,186,27,84,139,117,127,48,128,130,36
137,186,27,81,139,117,127,48,128,130,36
138,186,28,81,139,117,127,48,128,130,36
139,186,27,83,139,117,127,48,128,130,36
140,186,28,79,139,117,127,48,128,130,36
141,186,28,80,139,117,127,48,128,130,36
142,186,28,82,139,117,127,48,128,130,36
143,186,27,85,139,117,127,48,128,130,36
144,186,26,86,138,117,127,48,128,130,36
145,186,26,83,138,117,127,48,128,130,36
146,186,26,83,138,117,127,48,129,130,36
147,186,27,80,138,117,127,48,129,130,36
148,186,28,77,138,117,127,48,129,130,36
149,186,28,79,138,117,127,48,129,130,36
150,186,28,81,138,117,127,48,130,130,36
151,186,26,83,138,117,127,48,130,130,36
152,186,27,83,138,117,127,48,130,130,36
153,186,27,80,138,117,127,48,130,130,36
154,186,27,82,138,117,127,48,131,130,36
155,186,27,81,138,117,127,48,131,130,36
156,186,27,84,138,117,127,48,131,130,36
157,186,26,83,138,117,127,48,131,130,36
158,186,26,81,138,117,127,48,132,130,36
159,186,26,83,138,117,127,48,132,130,36
160,186,26,83,138,117,127,48,132,130,36
161,186,26,83,137,117,127,48,133,130,36
162,186,26,83,137,117,127,48,133,130,36
163,186,26,82,137,117,127,48,133,130,36
164,186,27,83,137,117,127,48,132,130,36
165,186,26,84,137,117,127,48,133,130,36
166,186,25,84,137,117,127,48,133,130,36
167,186,26,83,137,117,127,48,133,130,36
168,186,26,83,137,117,127,48,134,130,36
169,186,25,86,136,117,127,48,134,130,36
170,186,26,80,136,117,127,48,134,130,36
171,186,26,80,136,117,127,48,134,130,36
172,186,26,84,136,117,127,48,135,130,36
173,187,25,87,136,117,127,48,134,130,36
174,186,25,83,136,117,127,48,134,130,36
175,186,25,83,136,117,127,48,135,130,36
176,187,25,83,136,117,127,48,135,130,36
177,187,27,80,136,117,127,48,135,130,36
178,187,27,84,136,117,127,48,135,130,36
179,187,26,86,135,117,127,48,136,130,36
180,187,25,89,135,117,127,48,135,130,36
181,187,24,90,134,117,127,48,135,130,36
182,187,24,88,134,117,127,48,136,130,36
183,187,24,88,133,117,127,48,136,130,36
184,187,24,86,133,117,127,48,136,130,36
185,187,24,81,133,117,127,48,137,130,36
186,187,26,78,133,117,127,48,136,130,36
187,187,26,80,133,117,127,48,136,130,36
188,187,25,84,133,117,127,48,136,130,36
189,187,25,83,133,117,127,48,137,130,36
190,187,25,83,133,117,127,48,137,130,36
191,187,25,84,133,117,127,48,137,130,36
192,187,25,86,133,117,127,48,136,130,36
193,187,24,83,132,117,127,48,137,130,36
194,187,25,80,132,117,127,48,137,130,36
195,187,24,84,132,117,127,48,137,130,36
196,187,24,81,132,117,127,48,138,130,36
197,187,25,79,132,117,127,48,137,130,36
198,187,25,83,132,117,127,48,137,130,36
199,187,24,84,132,117,127,48,137,130,36
200,187,24,83,132,117,127,48,138,130,36
201,187,24,83,132,117,127,48,138,130,36
202,187,24,83,132,117,127,48,138,130,36
203,187,24,83,132,117,127,48,137,130,36
204,187,24,83,132,117,127,48,138,130,36
205,187,24,84,132,117,127,48,138,130,36
206,187,24,86,131,117,127,48,138,130,36
